HV_top,HV_bot,current_top,current_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,deltaV,current,deltaV_err
5950.0,5950.0,0.10000000149011612,0.0,0.0,0.0,1.0,1.0534351145038168,2.0,1.1123188405797102,0.0,0.022900763358778553,0.0,0.02366635831020658,0.0007357515141376359,0.00048372960388797724,1.7517068654520505,6.666666122881192e-08,0.10000000149011612,3.896943720673961e-09
6100.0,6100.0,0.6000000238418579,0.4000000059604645,0.0,0.0,1.0769230769230769,1.0734223300970873,1.1428571428571428,1.0463538722442058,0.0,0.016990291262136026,0.0,0.01630378877175165,0.006527986248409741,0.0014008179633340978,10.674786064657454,0.3600000132073632,1.0000000298023224,0.01834529676025945
6250.0,6250.0,1.7000000476837158,1.2000000476837158,0.0009484666455896301,0.0,1.0591133004926108,1.2060616322384017,1.130232558139535,1.0758107538958304,0.029556650246305383,0.03335590924483567,0.030685046827317652,0.028952830398562668,0.05932877365993319,0.004202503408380519,43.906096457578904,1.05517245049216,2.9000000953674316,0.05367976304532412
6400.0,6400.0,3.5,2.5,0.0006512536633018561,0.0,1.088089330024814,1.5776885766850643,1.112884834663626,1.110940315912223,0.04714640198511155,0.06639906338852652,0.046218167996959325,0.044867070744369686,0.25459254068207066,0.007863597221460522,119.76094492584355,2.1874999986805554,6.0,0.11124884035201725
6550.0,6550.0,6.082911313334598,4.50506328631051,0.0045662100456621,0.00024978768047159917,1.1274725274725275,2.160142571285643,1.1413255360623782,1.1704154002026343,0.06318681318681318,0.12393696848424218,0.06056872941724656,0.06350818088541699,0.5905331825280683,0.008901009096145539,233.74378353227777,3.8823148130278082,10.587974599645108,0.19725968672168534
6700.0,6700.0,9.118125277757645,7.157499849796295,0.0035783994795055302,0.00043170902811505045,1.2329411764705882,2.742638036809816,1.2442748091603053,1.2712000894754503,0.1200000000000001,0.2534355828220858,0.11036176568204437,0.10752984621228379,0.8299560633580582,0.006787887376448006,354.9474221740629,6.014790194436102,16.27562512755394,0.3052209867163112
6850.0,6850.0,12.488636320287531,10.267613665624099,0.010447273914462945,0.0028538499533505295,1.35997171145686,3.3099003401563527,1.4084763390535622,1.408228760998125,0.22454031117397455,0.4450080563346659,0.19959439305936444,0.16689438932571043,0.9319888824693772,0.004573012128604059,497.3460938487711,8.452303850159309,22.75624998591163,0.4285579678090145
7000.0,7000.0,16.257619412740073,13.933809280395508,0.010440456769983687,0.00823106854235259,1.4963979416809605,3.8718128025820335,1.5767996331957816,1.5557886547091433,0.3361921097770155,0.6928456159225385,0.28926687392958916,0.23614501894544682,0.9604914988734063,0.0035371691972365693,651.645582203979,11.254712579549308,30.19142869313558,0.5703072043052965
7150.0,7150.0,21.35286610597258,18.59745221229116,0.01824817518248175,0.014183780020884093,1.6789565217391305,4.508635981701055,1.71928734203439,1.6865733454816534,0.4591304347826086,0.9974792269629358,0.36919786749396377,0.30553699171062787,0.9711713730894294,0.0030760078004093286,831.7526377295585,14.910102985008427,39.95031831826374,0.7553891692096597
7300.0,7300.0,30.140119735352293,26.374251565533484,0.027741514360313316,0.025908633159388447,1.7886067261496226,5.437413486256674,1.8942824251726784,1.7521729643233808,0.6015785861358955,1.2718014633181722,0.47676627298315943,0.33214260636473236,0.9778417826755439,0.0026969099925111904,1047.7459614606416,21.098786425330758,56.51437130088578,1.0688695327293827
