HV_top,HV_bot,current_top,current_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,deltaV,current,deltaV_err
5800.0,5800.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.21824186310529464,1.0,0.0,
5900.0,5900.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.000374867421411637,0.0003016942265309024,0.43975831727218684,1.0,0.0,
6000.0,6000.0,0.20000000298023224,0.10000000149011612,0.0,0.0,1.0,1.0363636363636364,1.3333333333333333,1.0350877192982457,0.0,0.0,0.0,0.0,0.001094263557722654,0.000516460658481481,2.609544983106425,0.10000002149011535,0.30000000447034836,0.005155173507407703
6100.0,6100.0,0.6000000238418579,0.4000000059604645,0.0,0.0,1.08,1.030674846625767,1.2222222222222223,1.0595238095238095,0.0,0.0,0.0,0.0,0.004903168780723195,0.0010963811686947537,7.845008304073509,0.3600000132073632,1.0000000298023224,0.01834529676025945
6200.0,6200.0,1.2999999523162842,0.8999999761581421,0.0,0.0,1.0686274509803921,1.1161731207289294,1.1743119266055047,1.0816326530612246,0.0,0.002277904328018332,0.0,0.0022029178270086547,0.01981740737631429,0.002115592635275549,23.833075084727028,0.797727248882612,2.1999999284744263,0.04060506466428627
6300.0,6300.0,2.5,1.7000000476837158,0.0009573958831977022,0.0,1.0875,1.253409090909091,1.1235632183908046,1.1242067089755212,0.0031250000000000444,0.017045454545454586,0.0032193788492573816,0.015083274270691227,0.0699100549973905,0.003946899555536969,58.093582990318836,1.517857167377258,4.200000047683716,0.07730139506481608
6400.0,6400.0,4.099999904632568,2.9000000953674316,0.001182033096926714,0.0,1.0942578548212352,1.5880527540729248,1.1336633663366336,1.1455788959452857,0.005417118093174356,0.024049650892164376,0.005584548602643347,0.017089964280223136,0.20932895596105502,0.006258917314871065,114.94218168083759,2.547857165906045,7.0,0.12960983040835125
6500.0,6500.0,6.22282598329627,4.599999904632568,0.004094412331406551,0.0,1.09707666850524,2.0150987224157957,1.1553544494720964,1.1804034582132565,0.007722007722007707,0.03832752613240409,0.008075368094163426,0.022032417489274536,0.43016903557020514,0.0076993637577998965,183.44416418252692,3.967309353342719,10.822825887928838,0.2015874370159918
6600.0,6600.0,8.628431591333127,6.599999904632568,0.007116564417177914,0.0004828585224529213,1.0990919857876036,2.458810692853246,1.1925287356321839,1.2504992234302197,0.009474930911962165,0.061647572285870034,0.010192553296001439,0.030585803516799848,0.6200877843967083,0.0076305400777451245,271.31550083801636,5.609341415876728,15.228431495965696,0.2847989499517155
6700.0,6700.0,11.276922886188213,8.859829063089485,0.00759914509617668,0.0035746201966041107,1.106698999696878,2.8431183830606352,1.3026568063544235,1.3303994583615437,0.021824795392543228,0.07555341674687188,0.02519239593272049,0.03443902967234336,0.7859900540966743,0.006344381912494456,351.2300379793173,7.4424819865911775,20.1367519492777,0.3776628379596732
6800.0,6800.0,14.187692451477051,11.507692337036133,0.010477582846003898,0.005306319343945972,1.106711597865768,3.1451776649746193,1.4679015478305,1.4696578437701744,0.03004773939904526,0.12639593908629454,0.03880075731666599,0.05677964361501542,0.8748446592756676,0.005192466115595997,440.0610723193254,9.530948904440576,25.695384788513184,0.48335717727615496
6900.0,6900.0,17.19580434252332,14.372727314075389,0.012691570881226053,0.00937207122774133,1.106670127173631,3.4951028403525957,1.6491557223264541,1.6390640325066554,0.04879314819621072,0.186092066601371,0.06964089752861047,0.08285809928861632,0.9334283245540103,0.003882205887141808,551.4175721139923,11.743527196736313,31.568531656598708,0.5952819342117835
7000.0,7000.0,20.600000186842315,17.50476192292713,0.022727272727272728,0.020072992700729927,1.1185394703008484,3.7306397306397305,1.9055172413793104,1.833677153171738,0.06968372332219097,0.2732082732082737,0.11174965860501906,0.1251235731621272,0.9512251473296495,0.0033701064134572935,659.7818509386996,14.195001314487927,38.104762109769446,0.7193803500474695
7100.0,7100.0,24.570940082908695,21.21794897878272,0.02320938357873721,0.03320683111954459,1.127580730545262,3.8894549159449823,2.1880281690140846,2.008120497707924,0.0997882477501324,0.33622007131940856,0.17789230530910283,0.15977812278327064,0.9646775073125797,0.0029505728204486698,749.6673534477579,17.07875961784138,45.788889061691414,0.8653467557524234
7200.0,7200.0,29.693589895199505,25.835256698804024,0.03759398496240601,0.047821969696969696,1.1433766233766234,4.088414634146342,2.420263516583371,2.1635595326870494,0.11610389610389604,0.35264227642276413,0.2231094642014364,0.17179751895707218,0.9697694835739379,0.002718136160898196,862.6026243416311,20.722783676007726,55.528846594003525,1.0498888675062512
7300.0,7300.0,37.065761172253154,32.25760846552642,0.04211035818005808,0.06175771971496437,1.146829521829522,4.487855297157623,2.6773170179016543,2.2664670658682633,0.13643451143451135,0.41291989664082696,0.2846479211013304,0.1909635332309123,0.9717474563494192,0.002633707791812923,993.0613859467836,25.87120658245772,69.32336963777956,1.3107222328063917
7400.0,7400.0,48.958235505047966,41.9070587606991,0.05291790306627102,0.08374142997061704,1.2022921108742004,5.270299727520436,2.786300155176236,2.2639851101230484,0.15644989339019189,0.46158038147138925,0.32082349766348583,0.1823155912031016,0.9792968529720439,0.002300784673227248,1166.1250634005605,33.86929523361791,90.86529426574707,1.716278081138762
