HV_top,HV_bot,current_top,current_bot,muon_stream,gamma_stream,muon_CM,gamma_CM,muon_CS,gamma_CS,muon_CM_err,gamma_CM_err,muon_CS_err,gamma_CS_err,efficiency,eff_error,noiseGammaRate,deltaV,current,deltaV_err
6000.0,6000.0,0.0,0.0,0.0,0.0,1.1,1.25,1.4545454545454546,1.4,0.09999999999999987,0.25,0.12121212121212133,0.3500000000000001,0.0023706870126830927,0.000755916800431074,0.034480704046324404,1.0,0.0,
6100.0,6100.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.1666666666666667,0.1428571428571428,0.0,0.25,0.0,0.001666767207098857,0.0006344391895132096,0.03448752313147151,1.0,0.0,
6200.0,6200.0,0.0,0.0,0.0,0.0,1.1,1.125,1.8636363636363635,1.7777777777777777,0.0,0.125,0.0,0.1777777777777776,0.004737818602867689,0.0010673583504208404,0.07883641985275122,1.0,0.0,
6300.0,6300.0,0.0,0.0,0.0,0.0,1.0161290322580645,1.1428571428571428,1.2857142857142858,1.375,0.0,0.0,0.0,0.0,0.014714963688422124,0.0018709211893045456,0.054259062549878875,1.0,0.0,
6400.0,6400.0,0.0,0.0,0.0004867364322219518,0.0,1.04,1.8333333333333333,1.1025641025641026,1.8181818181818181,0.004444444444444473,0.16666666666666674,0.004691762138570699,0.15151515151515138,0.05391034003417434,0.0035240319087629663,0.09844816705579681,1.0,0.0,
6500.0,6500.0,0.0,0.0,0.0007414730598121602,0.0,1.0390243902439025,1.2857142857142858,1.1326291079812207,1.7222222222222223,0.004878048780487809,0.1428571428571428,0.0052926593830899815,0.17222222222222228,0.20017975329511745,0.006292951737426787,0.15270026077657953,1.0,0.0,
6600.0,6600.0,0.0,0.0,0.0020920502092050207,0.0,1.0533049040511726,1.375,1.1422064777327936,1.7272727272727273,0.006396588486140775,0.0625,0.00689460650542939,0.07509881422924902,0.43299530013349913,0.007562310000282194,0.18789614044397096,1.0,0.0,
6700.0,6700.0,0.0,0.0,0.0026202953787517864,0.0,1.0578695171396977,1.2142857142857142,1.170731707317073,1.411764705882353,0.005160339107998624,0.07142857142857162,0.005683163627752785,0.07843137254901977,0.6442998561180009,0.007398344619619838,0.11828972364492338,1.0,0.0,
6800.0,6800.0,0.0,0.0,0.003935071323167732,4.9509852460639665e-05,1.0585901739395789,1.2692307692307692,1.2845200345921015,1.2424242424242424,0.01007018614586519,0.03846153846153855,0.01210427217062815,0.036541889483066026,0.8066526481686779,0.006205615803370862,0.20228839047625782,1.0,0.0,
6900.0,6900.0,0.0,0.0,0.007947639083683964,0.0,1.0571722894669071,1.4375,1.4891595615103532,1.9130434782608696,0.02240535668297694,0.1875,0.030905744716460015,0.22073578595317733,0.9136957294628735,0.004310515915865363,0.21660736718360896,1.0,0.0,
7000.0,7000.0,0.00291970807270412,0.0,0.01199616122840691,9.915716410510659e-05,1.0515832482124616,1.3225806451612903,1.7357940747935892,1.6341463414634145,0.036516853932584414,0.0,0.05825359133900099,0.0,0.9502027867535443,0.003389748665804679,0.33104416523650315,2.2833280857099647e-06,0.00291970807270412,1.3347002657454844e-07
7100.0,7100.0,0.006514658077531995,0.004234527750395797,0.01356684755796744,0.0,1.0573329920655234,1.2142857142857142,2.0396998305495035,1.6764705882352942,0.05374968006142811,0.14285714285714302,0.09867241751103317,0.17647058823529416,0.9766359378474759,0.002388717685518643,0.28084085921142243,0.0038501884962943086,0.010749185827927792,0.00019636349156825828
7200.0,7200.0,0.010256410409242678,0.009890110037484011,0.01791185481970304,0.0,1.052836620404188,1.0869565217391304,2.3598519888991674,2.24,0.07036766496225955,0.0869565217391306,0.14784245063773227,0.16592592592592625,0.9853748970361756,0.0018596810386257154,0.27624162877368164,0.007552776074791542,0.02014652044672669,0.0003823636473046781
7300.0,7300.0,0.009090909226374193,0.011688311862481105,0.03125,4.946332294603551e-05,1.0469781615033011,1.4642857142857142,2.7349017705554206,2.073170731707317,0.10284408329101069,0.1785714285714286,0.24461908504305319,0.2253446447507954,0.9923199036559045,0.0013858727438540264,0.41898421789570595,0.007670773032042133,0.0207792210888553,0.0003893258431990057
7400.0,7400.0,0.022553191857135044,0.022127659935900504,0.038057436376371705,0.0001484560570071259,1.0585210577864839,1.7142857142857142,2.992829053897756,1.9027777777777777,0.11826640548481882,0.09523809523809512,0.30077745173379444,0.11192810457516345,0.9911239981949125,0.0014612485017095644,0.6756716235120626,0.016753946372080577,0.04468085179303555,0.0008481442968912713
7500.0,7500.0,0.03062730744426101,0.030258303748725526,0.05324580598103574,0.0,1.0609819121447028,1.4482758620689655,3.2764247442766683,1.9761904761904763,0.14702842377260983,0.10344827586206895,0.3987776854531391,0.13174603174603172,0.9937389713717394,0.0012640406254622034,0.819345829866941,0.022831372547652464,0.060885611192986536,0.0011557948081362555
7600.0,7600.0,0.030985915639870604,0.026291080273932694,0.07185062632947294,9.912276354264757e-05,1.0820132856412876,1.55,3.432349468713105,1.7741935483870968,0.15968318855390917,0.0625,0.4414029666554917,0.06876719179794955,0.9966369699572082,0.0009238541615269083,1.0866335381736336,0.02133467892499407,0.057276995913803294,0.0010812296278594436
